Name,India Risk Level,MstarId,,
Edelweiss Prudent Advantage Dir Div,Moderate High Risk,F00000PDWO,,
Edelweiss Prudent Advantage Dir Gr,Moderate High Risk,F00000PDWP,,
Edelweiss Short Term Inc Dir Div,Moderate Low Risk,F00000Q3SU,,
Edelweiss Short Term Inc Dir Gr,Moderate Low Risk,F00000PHT6,,
Edelweiss Short Term Inc Div,Moderate Low Risk,F000002C9B,,
Edelweiss Short Term Inc Gr,Moderate Low Risk,F000002C94,,
Edelweiss Short Term Inc Instl Gr,Moderate Low Risk,F000002EEY,,
Escorts Balanced Dir Div,Moderate High Risk,F00000PDWS,,
Escorts Balanced Dir Gr,Moderate High Risk,F00000PDWT,,
Escorts Balanced Div,Moderate High Risk,F0GBR06SGN,,
Escorts Balanced Gr,Moderate High Risk,F0GBR06SGM,,
Escorts Gilt Dir Div,Moderate Low Risk,F00000PDWU,,
Escorts Gilt Dir Gr,Moderate Low Risk,F00000PDWV,,
Escorts Gilt Div,Moderate Low Risk,F0GBR06SGR,,
Escorts Gilt Gr,Moderate Low Risk,F0GBR06SGS,,
Escorts Growth Dir Div,Moderate High Risk,F00000PDWW,,
Escorts Growth Dir Gr,Moderate High Risk,F00000PDWX,,
Escorts Growth Div,Moderate High Risk,F0GBR06SGT,,
Escorts Growth Gr,Moderate High Risk,F0GBR06SGZ,,
Escorts High Yield Equity Bns,Moderate High Risk,F000000FV2,,
Escorts High Yield Equity Dir Bns,Moderate High Risk,F00000PDWY,,
Escorts High Yield Equity Dir Div,Moderate High Risk,F00000PDWZ,,
Escorts High Yield Equity Dir Gr,Moderate High Risk,F00000PDX0,,
Escorts High Yield Equity Div,Moderate High Risk,F000000FWM,,
Escorts High Yield Equity Gr,Moderate High Risk,F000000FWN,,
Escorts Income Bns,Moderate Risk,F0GBR06SGX,,
Escorts Income Bond Dir Div,Moderate High Risk,F00000PDX1,,
Escorts Income Bond Dir Gr,Moderate High Risk,F00000PDX2,,
Escorts Income Bond Div,Moderate High Risk,F0GBR06SGY,,
Escorts Income Bond Gr,Moderate High Risk,F0GBR06SGW,,
Escorts Income Dir Bns,Moderate Risk,F00000PDX3,,
Escorts Income Dir Div,Moderate Risk,F00000PDX4,,
Escorts Income Dir Gr,Moderate Risk,F00000PDX5,,
Escorts Income Div,Moderate Risk,F0GBR06SGU,,
Escorts Income Gr,Moderate Risk,F0GBR06SGV,,
Escorts Infrastructure Dir Div,High Risk,F00000PDX6,,
Escorts Infrastructure Dir Gr,High Risk,F00000PDX7,,
Escorts Infrastructure Div,High Risk,F000000JSH,,
Escorts Infrastructure Gr,High Risk,F000000JSS,,
Escorts Leading Sectors Dir Div,Moderate High Risk,F00000PDX8,,
Escorts Leading Sectors Dir Gr,Moderate High Risk,F00000PE61,,
Escorts Leading Sectors Div,Moderate High Risk,F0000020YQ,,
Escorts Leading Sectors Gr,Moderate High Risk,F000002109,,
Escorts Liquid Dir Dl Div,Low Risk,F00000PDX9,,
Escorts Liquid Dir Gr,Low Risk,F00000PDXA,,
Escorts Liquid Dir Mn Div,Low Risk,F00000PDXB,,
Escorts Liquid Dir Wk Div,Low Risk,F00000PDXC,,
Escorts Liquid Dl Div,Low Risk,F0GBR06SH0,,
Escorts Liquid Gr,Low Risk,F0GBR06SH1,,
Escorts Liquid Mn Div,Low Risk,F0GBR06SH2,,
Escorts Liquid Wk Div,Low Risk,F0GBR06SH3,,
Escorts Opportunities Dir Div,Moderate High Risk,F00000PDXD,,
Escorts Opportunities Dir Gr,Moderate High Risk,F00000PDXE,,
Escorts Opportunities Div,Moderate High Risk,F0GBR06SH8,,
Escorts Opportunities Gr,Moderate High Risk,F0GBR06SH4,,
Escorts Power and Energy Dir Div,High Risk,F00000PDXF,,
Escorts Power and Energy Dir Gr,High Risk,F00000PDXG,,
Escorts Power and Energy Div,High Risk,F000002C8U,,
Escorts Power and Energy Gr,High Risk,F000002C90,,
Escorts ST Debt Dir Div,Moderate Low Risk,F00000PDXH,,
Escorts ST Debt Dir Gr,Moderate Low Risk,F00000PDXI,,
Escorts ST Debt Div,Moderate Low Risk,F0GBR06SGP,,
Escorts ST Debt Gr,Moderate Low Risk,F0GBR06SGQ,,
Escorts Tax Plan Dir Div,Moderate High Risk,F00000PDXJ,,
Escorts Tax Plan Dir Gr,Moderate High Risk,F00000PDXK,,
Escorts Tax Plan Div,Moderate High Risk,F0GBR06SH7,,
Escorts Tax Plan Gr,Moderate High Risk,F0GBR06SH6,,
Franklin Asian Equity Dir Div,High Risk,F00000PDXL,,
Franklin Asian Equity Dir Gr,High Risk,F00000PDXM,,
Franklin Asian Equity Div,High Risk,F000000OYB,,
Franklin Asian Equity Gr,High Risk,F000000OYV,,
Franklin Build India Dir Div,High Risk,F00000PDXN,,
Franklin Build India Dir Gr,High Risk,F00000PDXO,,
Franklin Build India Div,High Risk,F000003XLU,,
Franklin Build India Gr,High Risk,F000003XLN,,
Franklin Ind Feeder Frank Eur Gr Dir Div,High Risk,F00000TGUA,,
Franklin Ind Feeder Frank Eur Gr Dir Gr,High Risk,F00000TGU8,,
Franklin Ind Feeder Frank Eur Gr Div,High Risk,F00000TGU6,,
Franklin Ind Feeder Frank Eur Gr Gr,High Risk,F00000TGU5,,
Franklin Ind Feeder-Frank US Opp Dir Div,High Risk,F00000PDYG,,
Franklin Ind Feeder-Frank US Opp Dir Gr,High Risk,F00000PDYI,,
Franklin Ind Feeder-Frank US Opp Div,High Risk,F00000NOJ2,,
Franklin Ind Feeder-Frank US Opp Gr,High Risk,F00000NOJ1,,
Franklin India Balanced Dir Div,Moderate High Risk,F00000PDYB,,
Franklin India Balanced Dir Gr,Moderate High Risk,F00000PDYC,,
Franklin India Balanced Div,Moderate High Risk,F0GBR06SIN,,
Franklin India Balanced Gr,Moderate High Risk,F0GBR06SIO,,
Franklin India Bank & PSU Debt Dir Div,Moderate Risk,F00000T8S0,,
Franklin India Bank & PSU Debt Dir Gr,Moderate Risk,F00000T8RZ,,
Franklin India Bank & PSU Debt Div,Moderate Risk,F00000T8RX,,
Franklin India Bank & PSU Debt Gr,Moderate Risk,F00000T8RV,,
Franklin India Bluechip Dir Div,Moderate High Risk,F00000PDXP,,
Franklin India Bluechip Dir Gr,Moderate High Risk,F00000PDXQ,,
Franklin India Bluechip Div,Moderate High Risk,F0GBR06SHL,,
Franklin India Bluechip Gr,Moderate High Risk,F0GBR06SHM,,
Franklin India Cash Mgmt Dir Div,Low Risk,F00000PDJ0,,
Franklin India Cash Mgmt Dir Gr,Low Risk,F00000PDJ1,,
Franklin India Cash Mgmt Div,Low Risk,F0GBR06RH7,,
Franklin India Cash Mgmt Gr,Low Risk,F0GBR06RH8,,
Franklin India Corp Bond Opp Dir Div,Moderate Risk,F00000PDJ5,,
Franklin India Corp Bond Opp Dir Gr,Moderate Risk,F00000PDJ6,,
Franklin India Corp Bond Opp Div,Moderate Risk,F00000NCCA,,
Franklin India Corp Bond Opp Gr,Moderate Risk,F00000NCC9,,
Franklin India Dyn PE Ratio FoF Dir Div,Moderate High Risk,F00000PDYD,,
Franklin India Dyn PE Ratio FoF Dir Gr,Moderate High Risk,F00000PDYF,,
Franklin India Dyn PE Ratio FoF Div,Moderate High Risk,F0GBR06SIP,,
Franklin India Dyn PE Ratio FoF Gr,Moderate High Risk,F0GBR06SIQ,,
Franklin India Dynamic Accrual Dir Div,Moderate Risk,F00000PDJQ,,
Franklin India Dynamic Accrual Dir Gr,Moderate Risk,F00000PDJS,,
Franklin India Dynamic Accrual Div,Moderate Risk,F0GBR06RH5,,
Franklin India Dynamic Accrual Gr,Moderate Risk,F0GBR06RH6,,
Franklin India Flexi Cap Dir Div,Moderate High Risk,F00000PDXR,,
Franklin India Flexi Cap Dir Gr,Moderate High Risk,F00000PDXS,,
Franklin India Flexi Cap Div,Moderate High Risk,F0GBR06SHO,,
Franklin India Flexi Cap Gr,Moderate High Risk,F0GBR06SHN,,
Franklin India Gov Sec Comp Dir Gr,Moderate Risk,F00000PDJJ,,
Franklin India Gov Sec Comp Dir Qt Div,Moderate Risk,F00000PDJI,,
Franklin India Gov Sec Comp Div,Moderate Risk,F0GBR06RGD,,
Franklin India Gov Sec Comp Gr,Moderate Risk,F0GBR06RGE,,
Franklin India Gov Sec L/T Dir Gr,Moderate Risk,F00000PDJC,,
Franklin India Gov Sec L/T Dir Qt Div,Moderate Risk,F00000PDJD,,
Franklin India Gov Sec L/T Gr,Moderate Risk,F0GBR06RGS,,
Franklin India Gov Sec L/T Qt Div,Moderate Risk,F0GBR06RGR,,
Franklin India Gov Sec PF Dir Div,Moderate Risk,F00000PDJE,,
Franklin India Gov Sec PF Dir Gr,Moderate Risk,F00000PDJF,,
Franklin India Gov Sec PF Div,Moderate Risk,F0GBR06RGG,,
Franklin India Gov Sec PF Gr,Moderate Risk,F0GBR06RGF,,
Franklin India High Growth Cos Dir Div,Moderate High Risk,F00000PDXT,,
Franklin India High Growth Cos Dir Gr,Moderate High Risk,F00000PDXU,,
Franklin India High Growth Cos Div,Moderate High Risk,F000000I4X,,
Franklin India High Growth Cos Gr,Moderate High Risk,F000000I5Q,,
Franklin India Inc Builder A Ann Div,Moderate Risk,F0GBR06RGU,,
Franklin India Inc Builder A Gr,Moderate Risk,F0GBR06RGV,,
Franklin India Inc Builder A HY Div,Moderate Risk,F0GBR06RGW,,
Franklin India Inc Builder A Mn Div,Moderate Risk,F0GBR06RGX,,
Franklin India Inc Builder A Qt Div,Moderate Risk,F0GBR06RGY,,
Franklin India Inc Builder Dir Ann Div,Moderate Risk,F00000PDJK,,
Franklin India Inc Builder Dir Gr,Moderate Risk,F00000PDJL,,
Franklin India Inc Builder Dir HY Div,Moderate Risk,F00000PDJO,,
Franklin India Inc Builder Dir Mn Div,Moderate Risk,F00000PDJN,,
Franklin India Inc Builder Dir Qt Div,Moderate Risk,F00000PDJP,,
Franklin India Income Opp Dir Div,Moderate Risk,F00000PE4O,,
Franklin India Income Opp Dir Gr,Moderate Risk,F00000PDJR,,
Franklin India Income Opp Div,Moderate Risk,F000005O71,,
Franklin India Income Opp Gr,Moderate Risk,F000005O70,,
Franklin India Index NSE Nifty Dir Div,Moderate High Risk,F00000PDXX,,
Franklin India Index NSE Nifty Dir Gr,Moderate High Risk,F00000PDXY,,
Franklin India Index NSE Nifty Div,Moderate High Risk,F0GBR06SHR,,
Franklin India Index NSE Nifty Gr,Moderate High Risk,F0GBR06SHT,,
Franklin India Low Duration Dir Gr,Moderate Risk,F00000PDJT,,
Franklin India Low Duration Dir Mn Div,Moderate Risk,F00000PDJU,,
Franklin India Low Duration Dir Qt Div,Moderate Risk,F00000PDJV,,
Franklin India Low Duration Gr,Moderate Risk,F00000NJ5Z,,
Franklin India Low Duration Mn Div,Moderate Risk,F0GBR06RHZ,,
Franklin India Low Duration Qt Div,Moderate Risk,F0GBR06RI0,,
Franklin India LS FOF 20s Dir Div,Moderate High Risk,F00000PDYJ,,
Franklin India LS FOF 20s Dir Gr,Moderate High Risk,F00000PDYL,,
Franklin India LS FOF 20s Div,Moderate High Risk,F0GBR06SIS,,
Franklin India LS FOF 20s Gr,Moderate High Risk,F0GBR06SIU,,
Franklin India LS FOF 30s Dir Div,Moderate High Risk,F00000PDYM,,
Franklin India LS FOF 30s Dir Gr,Moderate High Risk,F00000PDYN,,
Franklin India LS FOF 30s Div,Moderate High Risk,F0GBR06SIT,,
Franklin India LS FOF 30s Gr,Moderate High Risk,F0GBR06SIW,,
Franklin India LS FOF 40s Dir Div,Moderate High Risk,F00000PDYP,,
Franklin India LS FOF 40s Dir Gr,Moderate High Risk,F00000PDYQ,,
Franklin India LS FOF 40s Div,Moderate High Risk,F0GBR06SIV,,
Franklin India LS FOF 40s Gr,Moderate High Risk,F0GBR06SIY,,
Franklin India LS FOF 50s+ Dir Div,Moderate High Risk,F00000PDYT,,
Franklin India LS FOF 50s+ Dir Gr,Moderate High Risk,F00000PDYU,,
Franklin India LS FOF 50s+ Div,Moderate High Risk,F0GBR06SJ0,,
Franklin India LS FOF 50s+ FRP Dir Div,Moderate High Risk,F00000PDYR,,
Franklin India LS FOF 50s+ FRP Dir Gr,Moderate High Risk,F00000PDYS,,
Franklin India LS FOF 50s+ FRP Div,Moderate High Risk,F0GBR06SIX,,
Franklin India LS FOF 50s+ FRP Gr,Moderate High Risk,F0GBR06SIZ,,
Franklin India LS FOF 50s+ Gr,Moderate High Risk,F0GBR06SJ1,,
Franklin India MIP Dir Gr,Moderate Risk,F00000PDYW,,
Franklin India MIP Dir Mn Div,Moderate Risk,F00000PDYX,,
Franklin India MIP Dir Qt Div,Moderate Risk,F00000PDYY,,
Franklin India MIP Gr,Moderate Risk,F0GBR06SJ7,,
Franklin India MIP Mn Div,Moderate Risk,F0GBR06SJ8,,
Franklin India MIP Qt Div,Moderate Risk,F0GBR06SJA,,
Franklin India Multi-Asset Soln Dir Div,Moderate High Risk,F00000V2AU,,
Franklin India Multi-Asset Soln Dir Gr,Moderate High Risk,F00000V2AT,,
Franklin India Multi-Asset Soln Div,Moderate High Risk,F00000V2AS,,
Franklin India Multi-Asset Soln Gr,Moderate High Risk,F00000V2AR,,
Franklin India Opportunities Dir Div,Moderate High Risk,F00000PDXZ,,
Franklin India Opportunities Dir Gr,Moderate High Risk,F00000PDY0,,
Franklin India Opportunities Div,Moderate High Risk,F0GBR06SHW,,
Franklin India Opportunities Gr,Moderate High Risk,F0GBR06SHX,,
Franklin India Pension Plan Dir Div,Moderate High Risk,F00000PDJW,,
Franklin India Pension Plan Dir Gr,Moderate High Risk,F00000PDJX,,
Franklin India Pension Plan Div,Moderate High Risk,F0GBR06RHB,,
Franklin India Pension Plan Gr,Moderate High Risk,F0GBR06RHC,,
Franklin India Prima Dir Div,Moderate High Risk,F00000PDY1,,
Franklin India Prima Dir Gr,Moderate High Risk,F00000PDY2,,
Franklin India Prima Div,Moderate High Risk,F0GBR06SHY,,
Franklin India Prima Gr,Moderate High Risk,F0GBR06SHZ,,
Franklin India Prima Plus Dir Div,Moderate High Risk,F00000PDY3,,
Franklin India Prima Plus Dir Gr,Moderate High Risk,F00000PDY4,,
Franklin India Prima Plus Div,Moderate High Risk,F0GBR06SI0,,
Franklin India Prima Plus Gr,Moderate High Risk,F0GBR06SI1,,
Franklin India S/T Income Dir Gr,Moderate Risk,F00000PDJY,,
Franklin India S/T Income Dir Mn Div,Moderate Risk,F00000PDJZ,,
Franklin India S/T Income Dir Qt Div,Moderate Risk,F00000PDK0,,
Franklin India S/T Income Dir Wk Div,Moderate Risk,F00000PDK1,,
Franklin India S/T Income Gr,Moderate Risk,F0GBR06RHD,,
Franklin India S/T Income Instl Gr,Moderate Risk,F0GBR06RHG,,
Franklin India S/T Income Instl Mn Div,Moderate Risk,F0GBR06RHF,,
Franklin India S/T Income Mn Div,Moderate Risk,F0GBR06RHH,,
Franklin India S/T Income Qt Div,Moderate Risk,F0GBR06RHI,,
Franklin India S/T Income Wk Div,Moderate Risk,F0GBR06RHJ,,
Franklin India Savings Plus Dir Dl Div,Moderate High Risk,F00000PWON,,
Franklin India Savings Plus Dir Gr,Moderate High Risk,F00000PDIZ,,
Franklin India Savings Plus Dir Mn Div,Moderate High Risk,F00000T8UX,,
Franklin India Savings Plus Dir Qt Div,Moderate High Risk,F00000PDIY,,
Franklin India Savings Plus Div,Moderate High Risk,F0GBR06RG5,,
Franklin India Savings Plus Dl Div,Moderate High Risk,F00000PWOM,,
Franklin India Savings Plus Gr,Moderate High Risk,F0GBR06RG6,,
Franklin India Savings Plus Instl Div,Moderate High Risk,F0GBR06RG7,,
Franklin India Savings Plus Instl Gr,Moderate High Risk,F0GBR06RG8,,
Franklin India Savings Plus Mn Div,Moderate High Risk,F00000T8UW,,
Franklin India Smaller Companies Dir Div,Moderate High Risk,F00000PDY5,,
Franklin India Smaller Companies Dir Gr,Moderate High Risk,F00000PDY6,,
Franklin India Smaller Companies Div,Moderate High Risk,F0GBR06SI2,,
Franklin India Smaller Companies Gr,Moderate High Risk,F0GBR06SI3,,
Franklin India Taxshield Dir Div,Moderate High Risk,F00000PDY7,,
Franklin India Taxshield Dir Gr,Moderate High Risk,F00000PDY8,,
Franklin India Taxshield Div,Moderate High Risk,F0GBR06SI4,,
Franklin India Taxshield Gr,Moderate High Risk,F0GBR06SI5,,
Franklin India TMA Dl Div,Low Risk,F0GBR06RHL,,
Franklin India TMA Gr,Low Risk,F0GBR06RHM,,
Franklin India TMA Instl Dl Div,Low Risk,F0GBR06RHN,,
Franklin India TMA Instl Gr,Low Risk,F0GBR06RHO,,
Franklin India TMA Instl Wk Div,Low Risk,F0GBR06RHP,,
Franklin India TMA Sup Inst Dir Dl Div,Low Risk,F00000PDK2,,
Franklin India TMA Sup Inst Dir Gr,Low Risk,F00000PDK3,,
Franklin India TMA Sup Inst Dir Wk Div,Low Risk,F00000PDK4,,
Franklin India TMA Super Instl Dl Div,Low Risk,F0GBR06RHQ,,
Franklin India TMA Super Instl Gr,Low Risk,F0GBR06RHR,,
Franklin India TMA Super Instl Wk Div,Low Risk,F0GBR06RHS,,
Franklin India TMA Wk Div,Low Risk,F0GBR06RHT,,
Franklin India US/T Bd Dir Dl Div,Moderate Risk,F00000PDK5,,
Franklin India US/T Bd Dir Gr,Moderate Risk,F00000PDK6,,
Franklin India US/T Bd Dir Wk Div,Moderate Risk,F00000PDK7,,
Franklin India US/T Bd Instl Dl Div,Moderate Risk,F000001AAF,,
Franklin India US/T Bd Instl Gr,Moderate Risk,F000001ABH,,
Franklin India US/T Bd Instl Wk Div,Moderate Risk,F000002ECW,,
Franklin India US/T Bd Retl Dl Div,Moderate Risk,F000001ABV,,
Franklin India US/T Bd Retl Gr,Moderate Risk,F000001AB3,,
Franklin India US/T Bd Retl Wk Div,Moderate Risk,F000002EE7,,
Franklin India US/T Bd Sup Instl Dl Div,Moderate Risk,F000001ABR,,
Franklin India US/T Bd Sup Instl Gr,Moderate Risk,F000001ABS,,
Franklin India US/T Bd Sup Instl Wk Div,Moderate Risk,F000002ECZ,,
Franklin Infotech Dir Div,High Risk,F00000PDY9,,
Franklin Infotech Dir Gr,High Risk,F00000PDYA,,
Franklin Infotech Div,High Risk,F0GBR06SI9,,
Franklin Infotech Gr,High Risk,F0GBR06SIA,,
Goldman Sachs India Equity Dir Div,Moderate High Risk,F00000PDYZ,,
Goldman Sachs India Equity Dir Gr,Moderate High Risk,F00000PDZ0,,
Goldman Sachs India Equity Div,Moderate High Risk,F00000P316,,
Goldman Sachs India Equity Gr,Moderate High Risk,F00000P315,,
Goldman Sachs S&P CNX 500 Dir Div,Moderate High Risk,F00000PDZ1,,
Goldman Sachs S&P CNX 500 Dir Gr,Moderate High Risk,F00000PDZ2,,
Goldman Sachs S&P CNX 500 Div,Moderate High Risk,F000002SKM,,
Goldman Sachs S&P CNX 500 Gr,Moderate High Risk,F000002R4G,,
HDFC Arbitrage Dir Gr,Moderate Low Risk,F00000PDZ8,,
HDFC Arbitrage Dir Qt Div,Moderate Low Risk,F00000PDZA,,
HDFC Arbitrage Retl Div,Moderate Low Risk,F000001A5T,,
HDFC Arbitrage Retl Gr,Moderate Low Risk,F000001A7B,,
HDFC Arbitrage Retl Qt Div,Moderate Low Risk,F000001A7A,,
HDFC Arbitrage Whls Dir Div,Moderate Low Risk,F00000T3MP,,
HDFC Arbitrage Whls Dir Gr,Moderate Low Risk,F00000T3MO,,
HDFC Arbitrage Whls Dir Mn Div,Moderate Low Risk,F00000T3MQ,,
HDFC Arbitrage Whls Div,Moderate Low Risk,F000001A78,,
HDFC Arbitrage Whls Gr,Moderate Low Risk,F000001A79,,
HDFC Arbitrage Whls Mn Div,Moderate Low Risk,F00000T3MN,,
HDFC Balanced Dir Div,Moderate High Risk,F00000PDZ7,,
HDFC Balanced Dir Gr,Moderate High Risk,F00000PDZB,,
HDFC Balanced Div,Moderate High Risk,F0GBR06RM4,,
HDFC Balanced Gr,Moderate High Risk,F0GBR06RM3,,
HDFC Banking & PSU Debt Dir Div,Moderate Low Risk,F00000T2OM,,
HDFC Banking & PSU Debt Dir Gr,Moderate Low Risk,F00000T2ON,,
HDFC Banking & PSU Debt Reg Div,Moderate Low Risk,F00000T2OO,,
HDFC Banking & PSU Debt Reg Gr,Moderate Low Risk,F00000T2OP,,
HDFC Capital Builder Dir Div,Moderate High Risk,F00000PDZC,,
HDFC Capital Builder Dir Gr,Moderate High Risk,F00000PDZD,,
HDFC Capital Builder Div,Moderate High Risk,F0GBR06RM5,,
HDFC Capital Builder Gr,Moderate High Risk,F0GBR06RM6,,
HDFC Cash Mgmt Call Dir Dl Div,Low Risk,F00000PDZE,,
HDFC Cash Mgmt Call Dir Gr,Low Risk,F00000PDZF,,
HDFC Cash Mgmt Call Dl Div,Low Risk,F0GBR06RM7,,
HDFC Cash Mgmt Call Gr,Low Risk,F0GBR06RM8,,
HDFC Cash Mgmt Savings Dir Dl Div,Low Risk,F00000PDZG,,
HDFC Cash Mgmt Savings Dir Gr,Low Risk,F00000PDZH,,
HDFC Cash Mgmt Savings Dir Wk Div,Low Risk,F00000PDZI,,
HDFC Cash Mgmt Savings Dl Div,Low Risk,F0GBR06RM9,,
HDFC Cash Mgmt Savings Gr,Low Risk,F0GBR06RMA,,
HDFC Cash Mgmt Savings Wk Div,Low Risk,F0GBR06RMB,,
HDFC Cash Mgmt Trs Adv Dir Dl Div,Low Risk,F00000PDZJ,,
HDFC Cash Mgmt Trs Adv Dir Gr,Low Risk,F00000PDZK,,
HDFC Cash Mgmt Trs Adv Dir Mn Div,Low Risk,F00000PDZM,,
HDFC Cash Mgmt Trs Adv Dir Wk Div,Low Risk,F00000PDZN,,
HDFC Cash Mgmt Trs Adv Retl Dl Div,Low Risk,F000000I73,,
HDFC Cash Mgmt Trs Adv Retl Gr,Low Risk,F0GBR06RMD,,
HDFC Cash Mgmt Trs Adv Retl Mn Div,Low Risk,F000000I9H,,
HDFC Cash Mgmt Trs Adv Retl Wk Div,Low Risk,F0GBR06RMC,,
HDFC Cash Mgmt Trs Adv Whls Dl Div,Low Risk,F000000I9F,,
HDFC Cash Mgmt Trs Adv Whls Gr,Low Risk,F000000I9C,,
HDFC Cash Mgmt Trs Adv Whls Mn Div,Low Risk,F000000I96,,
HDFC Cash Mgmt Trs Adv Whls Wk Div,Low Risk,F000000I98,,
HDFC Childrens Gift Investment,Moderate High Risk,F0GBR06RME,,
HDFC Childrens Gift Investment Dir,Moderate High Risk,F00000PDZO,,
HDFC Childrens Gift Saving,Moderate Risk,F0GBR06RMF,,
HDFC Childrens Gift Saving Dir,Moderate Risk,F00000PDZQ,,
HDFC Core & Satellite Dir Div,Moderate High Risk,F00000PDZR,,
HDFC Core & Satellite Dir Gr,Moderate High Risk,F00000PDZS,,
HDFC Core & Satellite Div,Moderate High Risk,F0GBR06RMG,,
HDFC Core & Satellite Gr,Moderate High Risk,F0GBR06RMH,,
HDFC Corporate Debt Opp Dir Div,Moderate Risk,F00000UR2H,,
HDFC Corporate Debt Opp Dir Gr,Moderate Risk,F00000T2G9,,
HDFC Corporate Debt Opp Dir HY Div,Moderate Risk,F00000T2GA,,
HDFC Corporate Debt Opp Gr,Moderate Risk,F00000T2G7,,
HDFC Corporate Debt Opp HY Div,Moderate Risk,F00000T2G8,,
HDFC Corporate Debt Opp Reg Div,Moderate Risk,F00000UR2D,,
HDFC Dynamic PE Ratio FOFs A Dir Gr,Moderate High Risk,F00000PD32,,
HDFC Dynamic PE Ratio FOFs A Dir Mn Div,Moderate High Risk,F00000PD31,,
HDFC Dynamic PE Ratio FOFs A Dir Qt Div,Moderate High Risk,F00000PD34,,
HDFC Dynamic PE Ratio FOFs A Gr,Moderate High Risk,F00000NPM9,,
HDFC Dynamic PE Ratio FOFs A Mn Div,Moderate High Risk,F00000NPMA,,
HDFC Dynamic PE Ratio FOFs A Qt Div,Moderate High Risk,F00000NPMB,,
HDFC Equity Dir Div,Moderate High Risk,F00000PDZT,,
HDFC Equity Dir Gr,Moderate High Risk,F00000PDZV,,
HDFC Equity Div,Moderate High Risk,F0GBR06RMI,,
HDFC Equity Gr,Moderate High Risk,F0GBR06RMJ,,
HDFC Equity Savings Dir Div,Moderate High Risk,F00000PE1H,,
HDFC Equity Savings Dir Gr,Moderate High Risk,F00000PE1I,,
HDFC Equity Savings Div,Moderate High Risk,F0GBR06RO6,,
HDFC Equity Savings Gr,Moderate High Risk,F0GBR06RO7,,
HDFC FRF Income L/T Dir Div,Moderate Risk,F00000WTMQ,,
HDFC FRF Income L/T Dir Gr,Moderate Risk,F00000PDZX,,
HDFC FRF Income L/T Dir Wk Div,Moderate Risk,F00000PDZW,,
HDFC FRF Income L/T Gr,Moderate Risk,F0GBR06RML,,
HDFC FRF Income L/T Reg Div,Moderate Risk,F00000WTMR,,
HDFC FRF Income L/T Wk Div,Moderate Risk,F0GBR06RMK,,
HDFC FRF Income S/T Retl Dl Div,Moderate High Risk,F0GBR06RMM,,
HDFC FRF Income S/T Retl Gr,Moderate High Risk,F0GBR06RMO,,
HDFC FRF Income S/T Retl Mn Div,Moderate High Risk,F0GBR06RMP,,
HDFC FRF Income S/T Retl Wk Div,Moderate High Risk,F0GBR06RMN,,
HDFC FRF Income S/T Whls Dir Dl Div,Moderate High Risk,F00000PDZY,,
HDFC FRF Income S/T Whls Dir Gr,Moderate High Risk,F00000PDZZ,,
HDFC FRF Income S/T Whls Dir Mn Div,Moderate High Risk,F00000PE01,,
HDFC FRF Income S/T Whls Dir Wk Div,Moderate High Risk,F00000PE02,,
HDFC FRF Income S/T Whls Dl Div,Moderate High Risk,F000001GDL,,
HDFC FRF Income S/T Whls Gr,Moderate High Risk,F000001GDR,,
HDFC FRF Income S/T Whls Mn Div,Moderate High Risk,F000001GDK,,
HDFC FRF Income S/T Whls Wk Div,Moderate High Risk,F000001GDJ,,
HDFC Gilt L/T Dir Div,Moderate Risk,F00000PE03,,
HDFC Gilt L/T Dir Gr,Moderate Risk,F00000PE04,,
HDFC Gilt L/T Div,Moderate Risk,F0GBR06RN2,,
HDFC Gilt L/T Gr,Moderate Risk,F0GBR06RN3,,
HDFC Gilt S/T Dir Div,Moderate Low Risk,F00000PE06,,
HDFC Gilt S/T Dir Gr,Moderate Low Risk,F00000PE07,,
HDFC Gilt S/T Div,Moderate Low Risk,F0GBR06RN4,,
HDFC Gilt S/T Gr,Moderate Low Risk,F0GBR06RN5,,
HDFC Gold Dir Gr,Moderate High Risk,F00000PE08,,
HDFC Gold Gr,Moderate High Risk,F00000N7BW,,
HDFC Growth Dir Div,Moderate High Risk,F00000PE09,,
HDFC Growth Dir Gr,Moderate High Risk,F00000PE0A,,
HDFC Growth Div,Moderate High Risk,F0GBR06RN6,,
HDFC Growth Gr,Moderate High Risk,F0GBR06RN7,,
HDFC High Interest Dynamic Dir Gr,Moderate Risk,F00000PE0B,,
HDFC High Interest Dynamic Dir HY Div,Moderate Risk,F00000PE0C,,
HDFC High Interest Dynamic Dir Nor Div,Moderate Risk,F00000V51U,,
HDFC High Interest Dynamic Dir Qt Div,Moderate Risk,F00000PE0D,,
HDFC High Interest Dynamic Dir Yr Div,Moderate Risk,F00000PE0E,,
HDFC High Interest Dynamic Gr,Moderate Risk,F0GBR06RN9,,
HDFC High Interest Dynamic HY Div,Moderate Risk,F0GBR06RNA,,
HDFC High Interest Dynamic Qt Div,Moderate Risk,F0GBR06RNB,,
HDFC High Interest Dynamic Reg Nor Div,Moderate Risk,F00000V51V,,
HDFC High Interest Dynamic Yr Div,Moderate Risk,F0GBR06RN8,,
HDFC High Interest S/T Dir Div,Moderate Risk,F00000PE0F,,
HDFC High Interest S/T Dir Gr,Moderate Risk,F00000PE0G,,
HDFC High Interest S/T Dir Normal Div,Moderate Risk,F00000UN25,,
